name,year,fuel,transmission,registration_location,color,assembly,body_type,price_pkr,mileage_km,engine_cc,battery_kwh,feature_count,brand,model
Changan Oshan X7 Comfort 2023,2023,Petrol,Automatic,Sindh,Stellar White,Local,Compact SUV,7700000.0,31000.0,1500.0,,13,Changan,Oshan
Toyota Fortuner 2.7 VVTi 2013,2013,Petrol,Automatic,Islamabad,Black,Local,SUV,8000000.0,100500.0,2700.0,,15,Toyota,Fortuner
DFSK Glory 580 1.5 CVT 2021,2021,Petrol,Automatic,Punjab,White,Local,SUV,4950000.0,60000.0,1500.0,,13,DFSK,Glory
Toyota Vitz F 1.0 2012,2012,Petrol,Automatic,Sindh,Silver,Imported,Hatchback,2295000.0,117200.0,1000.0,,15,Toyota,Vitz
Toyota Vitz iLL 1.0 2011,2011,Petrol,Automatic,Sindh,Silver,Imported,Hatchback,2550000.0,104000.0,1000.0,,14,Toyota,Vitz
Honda Civic Standard 2022,2022,Petrol,Automatic,Sindh,Grey,Local,Sedan,6900000.0,56000.0,1500.0,,12,Honda,Civic
KIA Picanto 1.0 AT 2021,2021,Petrol,Automatic,Lahore,Black,Local,Hatchback,2850000.0,46024.0,1000.0,,16,KIA,Picanto
BAIC BJ40 Plus Honorable Edition 2022,2022,Petrol,Automatic,Punjab,Forest Green,Local,SUV,6800000.0,13500.0,2000.0,,14,BAIC,BJ40
Nissan Dayz 2020,2020,Petrol,Automatic,Islamabad,Black,Imported,Unknown,3400000.0,75000.0,660.0,,12,Nissan,Dayz
Toyota Corolla GLi 1.3 VVTi 2018,2018,Petrol,Manual,Lahore,Black,Local,Sedan,3950000.0,127000.0,1300.0,,12,Toyota,Corolla
Hyundai Santro Plus 2000,2000,Petrol,Manual,Karachi,White,Local,Hatchback,650000.0,200000.0,1000.0,,3,Hyundai,Santro
Honda Civic VTi Oriel UG Prosmatec 1.6 2004,2004,Petrol,Automatic,Islamabad,Navy,Local,Sedan,1960000.0000000002,175000.0,1600.0,,11,Honda,Civic
Audi e-tron 55 quattro Sportback 300kW 2020,2020,Electric,Automatic,Un-Registered,Mythos Black Metallic,Imported,SUV,22700000.0,15450.0,,95.0,23,Audi,e-tron
Toyota Hilux Revo V Automatic 2.8 2021,2021,Diesel,Automatic,Islamabad,Super White,Local,Double Cabin,12500000.0,29000.0,2800.0,,14,Toyota,Hilux
Toyota Corolla Altis Grande CVT-i 1.8 2017,2017,Petrol,Automatic,Islamabad,Super white,Local,Sedan,5350000.0,201000.0,1800.0,,22,Toyota,Corolla
Suzuki Alto 2025,2025,Petrol,Automatic,Islamabad,Beige,Imported,Unknown,3550000.0,9500.0,660.0,,11,Suzuki,Alto
Suzuki Alto VXR 2011,2011,Petrol,Manual,Multan,Solid White,Local,Hatchback,850000.0,155000.0,1000.0,,5,Suzuki,Alto
Toyota Yaris Sedan ATIV X CVT 1.5 2021,2021,Petrol,Automatic,Islamabad,Grey Graphite,Local,Sedan,4400000.0,67000.0,1500.0,,13,Toyota,Yaris
Toyota Land Cruiser ZX Gasoline 3.5L 2022,2022,Petrol,Automatic,Un-Registered,Pearl White,Imported,SUV,65900000.0,6723.0,3500.0,,14,Toyota,Land
Suzuki Alto VXL AGS Upgraded 2025,2025,Petrol,Automatic,Un-Registered,Solid White,Local,Hatchback,3329999.9999999995,30.0,660.0,,10,Suzuki,Alto
Suzuki Baleno JXL 2002,2002,Petrol,Manual,Sindh,White,Local,Sedan,750000.0,350000.0,1300.0,,9,Suzuki,Baleno
Toyota Corolla Altis Automatic 1.6 2018,2018,Petrol,Automatic,Karachi,White,Local,Sedan,4680000.0,52700.0,1600.0,,14,Toyota,Corolla
Suzuki Alto VXR 2024,2024,Petrol,Manual,Punjab,Solid White,Local,Hatchback,2825000.0,14000.0,660.0,,7,Suzuki,Alto
Honda City 1.3 i-VTEC Prosmatec 2018,2018,Petrol,Automatic,Karachi,Crystal Black Pearl,Local,Sedan,3650000.0,69000.0,1300.0,,11,Honda,City
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2021,2021,Petrol,Automatic,Punjab,Super white,Local,Sedan,6780000.0,24000.0,1800.0,,14,Toyota,Corolla
Suzuki Khyber GA 1991,1991,Petrol,Manual,Lahore,Magneta,Local,Hatchback,420000.0,109000.0,1000.0,,2,Suzuki,Khyber
Suzuki Swift DLX 1.3 2012,2012,Petrol,Manual,Islamabad,White,Local,Hatchback,2000000.0,158000.0,1300.0,,11,Suzuki,Swift
Toyota Raize G 2020,2020,Petrol,Automatic,Un-Registered,Navy,Imported,Crossover,5100000.0,70700.0,1000.0,,11,Toyota,Raize
Suzuki Mehran VXR Euro II 2016,2016,Petrol,Manual,Lahore,Maroon,Local,Hatchback,675000.0,34000.0,800.0,,4,Suzuki,Mehran
Honda Civic VTi Oriel Prosmatec 1.6 2005,2005,Petrol,Automatic,Lahore,Black,Local,Sedan,1650000.0,180000.0,1600.0,,12,Honda,Civic
Toyota Hilux Vigo Champ GX 2015,2015,Diesel,Automatic,Karachi,Super White,Local,Double Cabin,7250000.0,79000.0,2500.0,,14,Toyota,Hilux
Audi A5 1.4 TFSI Sportback 2018,2018,Petrol,Automatic,Lahore,White,Local,Sedan,13400000.0,74948.0,1400.0,,13,Audi,A5
Nissan Dayz X 2022,2022,Petrol,Automatic,Un-Registered,Green,Imported,Hatchback,3500000.0,10536.0,660.0,,16,Nissan,Dayz
Hyundai Tucson Hybrid Signature 2025,2025,Hybrid,Automatic,Un-Registered,Polar White,Local,Crossover,12700000.0,25.0,1600.0,,23,Hyundai,Tucson
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2025,2025,Petrol,Automatic,Un-Registered,Super white,Local,Sedan,8400000.0,10.0,1800.0,,14,Toyota,Corolla
Suzuki Swift RS 1.0 2018,2018,Petrol,Automatic,Karachi,Black,Imported,Hatchback,2880000.0,36000.0,1000.0,,13,Suzuki,Swift
Suzuki Liana Eminent Automatic 1.3 2008,2008,Petrol,Automatic,Lahore,Graphite Grey,Local,Sedan,2600000.0,44000.0,1300.0,,11,Suzuki,Liana
Honda City 1.3 i-VTEC 2019,2019,Petrol,Manual,Sindh,Taffeta White,Local,Sedan,3550000.0,63000.0,1300.0,,11,Honda,City
KIA Sorento 2.4 FWD 2021,2021,Petrol,Automatic,Lahore,Clear White,Local,Compact SUV,7600000.0,46200.0,2400.0,,14,KIA,Sorento
Toyota Prius Alpha G Touring 2014,2014,Hybrid,Automatic,Islamabad,Black,Imported,MPV,4950000.0,91000.0,1800.0,,13,Toyota,Prius
Nissan Dayz Highway Star S hybrid X pro pilot 2022,2022,Hybrid,Automatic,Punjab,Grey,Imported,Hatchback,4200000.0,14114.0,660.0,,14,Nissan,Dayz
Toyota Raize Z 2020,2020,Petrol,Automatic,Islamabad,Black,Imported,Crossover,6275000.0,20000.0,1000.0,,0,Toyota,Raize
Hyundai Tucson AWD A/T Ultimate 2021,2021,Petrol,Automatic,Karachi,Black,Local,SUV,7300000.0,42000.0,2000.0,,14,Hyundai,Tucson
Suzuki Hustler Hybrid G 2022,2022,Hybrid,Automatic,Un-Registered,Black,Imported,Hatchback,3725000.0,48000.0,660.0,,11,Suzuki,Hustler
Toyota Corolla Altis Grande CVT-i 1.8 2018,2018,Petrol,Automatic,Lahore,White,Local,Sedan,5450000.0,86330.0,1800.0,,15,Toyota,Corolla
Toyota Hilux D-4D Automatic 2012,2012,Diesel,Automatic,Sindh,White,Local,Double Cabin,5950000.0,140000.0,3000.0,,10,Toyota,Hilux
Suzuki Ravi Euro II 2018,2018,Petrol,Manual,Kotli Ak,White,Local,Pick Up,1280000.0,83000.0,800.0,,0,Suzuki,Ravi
Mitsubishi Pajero Exceed Automatic 2.8D 1997,1997,Diesel,Automatic,Karachi,Grey,Imported,SUV,3000000.0,185000.0,2800.0,,11,Mitsubishi,Pajero
Toyota Vitz F Safety 1.0 2018,2018,Petrol,Automatic,Karachi,White,Imported,Hatchback,3979999.9999999995,80000.0,1000.0,,14,Toyota,Vitz
Toyota Vitz F 1.0 2010,2010,Petrol,Automatic,Karachi,Black,Imported,Hatchback,2275000.0,95000.0,1000.0,,11,Toyota,Vitz
Suzuki Wagon R VXL 2017,2017,Petrol,Manual,Lahore,Solid White,Local,Hatchback,2160000.0,110000.0,1000.0,,9,Suzuki,Wagon
Toyota Raize Z 2020,2020,Petrol,Automatic,Un-Registered,Black Mica Metallic,Imported,Crossover,6100000.0,45000.0,1000.0,,12,Toyota,Raize
Suzuki Cultus VXRi 2011,2011,Petrol,Manual,Lahore,Solid White,Local,Hatchback,1250000.0,106000.0,1000.0,,6,Suzuki,Cultus
Suzuki Swift DLX 1.3 Navigation  2017,2017,Petrol,Manual,Lahore,Grey,Local,Hatchback,2295000.0,124474.0,1300.0,,14,Suzuki,Swift
Daihatsu Cuore CX Eco 2008,2008,Petrol,Manual,Karachi,Green,Local,Hatchback,770000.0,91500.0,800.0,,2,Daihatsu,Cuore
Toyota Prius A Premium 2019,2019,Hybrid,Automatic,Islamabad,Silver Metallic,Imported,Sedan,6675000.0,93322.0,1800.0,,18,Toyota,Prius
Toyota Corolla GLi Automatic 1.3 VVTi 2016,2016,Petrol,Automatic,Lahore,Silver Metallic,Local,Sedan,3850000.0,152000.0,1300.0,,11,Toyota,Corolla
Toyota Prado TX L Package 2.7 2021,2021,Petrol,Automatic,Un-Registered,White,Imported,SUV,34000000.0,17000.0,2700.0,,16,Toyota,Prado
Suzuki Alto VXR 2023,2023,Petrol,Manual,Punjab,Solid White,Local,Hatchback,2720000.0,20000.0,660.0,,7,Suzuki,Alto
Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,Petrol,Automatic,Karachi,Crystal Black,Local,Sedan,6350000.0,48000.0,1800.0,,14,Honda,Civic
Suzuki Alto VXR 2009,2009,Petrol,Manual,Bahawalpur,Graphite Grey,Local,Hatchback,969999.9999999999,12458.0,1000.0,,6,Suzuki,Alto
Toyota Raize Z 2020,2020,Petrol,Automatic,Un-Registered,Maroon,Imported,Crossover,5980000.0,15000.0,1000.0,,12,Toyota,Raize
Suzuki Cultus EURO II 2013,2013,Petrol,Manual,Lahore,Solid White,Local,Hatchback,1450000.0,100000.0,1000.0,,0,Suzuki,Cultus
Suzuki Cultus VXL 2019,2019,Petrol,Manual,Lahore,Silver,Local,Hatchback,2850000.0,82500.0,1000.0,,11,Suzuki,Cultus
Honda City 1.3 i-VTEC 2014,2014,Petrol,Manual,Lahore,Crystal Black Pearl,Local,Sedan,3050000.0,230000.0,1300.0,,11,Honda,City
Mercedes Benz E Class 2013,2013,Petrol,Automatic,Islamabad,White,Imported,Unknown,12800000.0,94000.0,1800.0,,0,Mercedes Benz,E
Honda Civic VTi 1.8 i-VTEC 2011,2011,Petrol,Manual,Lahore,Habareno Red,Local,Sedan,2600000.0,270000.0,1800.0,,11,Honda,Civic
Toyota Prado TZ 3.4 1996,1996,Petrol,Automatic,Islamabad,Silver,Imported,SUV,4650000.0,280000.0,3400.0,,12,Toyota,Prado
Honda City 2004,2004,CNG,Manual,Peshawar,Silver,Local,Unknown,1750000.0,112245.0,1300.0,,3,Honda,City
Nissan Dayz 2014,2014,Petrol,Automatic,Lahore,White,Imported,Unknown,2435000.0,131000.0,660.0,,0,Nissan,Dayz
Toyota Fortuner 2.7 VVTi 2020,2020,Petrol,Automatic,Karachi,Super White,Local,SUV,12200000.0,62000.0,2700.0,,14,Toyota,Fortuner
KIA Sorento 2.4 FWD 2021,2021,Petrol,Automatic,Punjab,White,Local,Compact SUV,6800000.0,52000.0,2400.0,,14,KIA,Sorento
Suzuki Mehran 2004,2004,Petrol,Manual,Sindh,Maroon,Local,Unknown,500000.0,10000.0,700.0,,0,Suzuki,Mehran
Suzuki Cultus VXRi 2008,2008,Petrol,Manual,Punjab,Silver,Local,Hatchback,950000.0,100000.0,1000.0,,6,Suzuki,Cultus
Suzuki Wagon R VXL 2019,2019,Petrol,Manual,Lahore,Graphite Grey,Local,Hatchback,2450000.0,61000.0,1000.0,,9,Suzuki,Wagon
MG HS 1.5 Turbo 2021,2021,Petrol,Automatic,Punjab,Arctic White,Local,Crossover,6100000.0,68000.0,1490.0,,17,MG,HS
Suzuki Mehran VX Euro II Limited Edition 2016,2016,Petrol,Manual,Peshawar,Brown,Local,Hatchback,1160000.0,80000.0,800.0,,4,Suzuki,Mehran
Daihatsu Charade DeTomaso 1986,1986,Petrol,Automatic,Sahiwal,Blue,Imported,Hatchback,745000.0,10000.0,1300.0,,4,Daihatsu,Charade
Toyota Aqua S 2015,2015,Hybrid,Automatic,Islamabad,Silver,Imported,Hatchback,4100000.0,123000.0,1500.0,,10,Toyota,Aqua
Suzuki Wagon R VXR 2023,2023,Petrol,Manual,Sindh,Solid White,Local,Hatchback,3175000.0,6727.0,1000.0,,5,Suzuki,Wagon
Suzuki Cultus VXRi 2008,2008,Petrol,Manual,Rahim Yar Khan,Black,Local,Hatchback,1150000.0,10000.0,1000.0,,3,Suzuki,Cultus
Daihatsu Taft G Turbo 2021,2021,Petrol,Automatic,Sindh,Black,Imported,Mini Vehicles,3625000.0,24000.0,660.0,,13,Daihatsu,Taft
Toyota Belta X 1.0 2010,2010,Petrol,Automatic,Sindh,White,Imported,Sedan,2425000.0,130000.0,1000.0,,14,Toyota,Belta
Toyota Prius S LED Edition 1.8 2014,2014,Hybrid,Automatic,Sindh,Silver Metallic,Imported,Sedan,3900000.0,157734.0,1800.0,,21,Toyota,Prius
Toyota Corolla XLi VVTi 2012,2012,Petrol,Manual,Lahore,Gun Metallic,Local,Sedan,2450000.0,300000.0,1300.0,,3,Toyota,Corolla
Toyota Raize Z 2020,2020,Petrol,Automatic,Un-Registered,Pearl White,Imported,Crossover,6250000.0,55000.0,1000.0,,12,Toyota,Raize
Honda City 1.3 i-VTEC Prosmatec 2018,2018,Petrol,Automatic,Sindh,White,Local,Sedan,3465000.0,64000.0,1300.0,,10,Honda,City
Honda Civic VTi Oriel Prosmatec 1.6 2004,2004,Petrol,Automatic,Punjab,Canyon Stone Silver Metallic,Local,Sedan,1789999.9999999998,201700.0,1600.0,,10,Honda,Civic
Toyota Corolla GLi 1.3 2003,2003,Petrol,Manual,Sindh,Moon Light Silver,Local,Sedan,1639000.0,9998.0,1300.0,,12,Toyota,Corolla
Toyota Prado TZ G 3.4 2005,2005,Petrol,Automatic,Lahore,White Pearl Crystal Shine,Imported,SUV,9500000.0,132000.0,3400.0,,15,Toyota,Prado
Toyota Vitz F 1.0 2014,2014,Petrol,Automatic,Sindh,Gold,Imported,Hatchback,3050000.0,95000.0,1000.0,,11,Toyota,Vitz
Honda Vezel Hybrid Z Honda Sensing  2016,2016,Hybrid,Automatic,Islamabad,White,Imported,Crossover,5300000.0,160000.0,1500.0,,15,Honda,Vezel
Nissan Serena 2018,2018,Petrol,Automatic,Lahore,Black,Imported,Unknown,6750000.0,66000.0,1200.0,,11,Nissan,Serena
Honda City 1.3 i-VTEC 2010,2010,Petrol,Manual,Karachi,Taffeta White,Local,Sedan,2450000.0,85000.0,1300.0,,13,Honda,City
Suzuki Ravi 2015,2015,Petrol,Manual,Punjab,White,Imported,Unknown,1300000.0,80000.0,800.0,,1,Suzuki,Ravi
Nissan Juke 15RX Urban Selection 2017,2017,Petrol,Automatic,Sindh,Sapphire Black,Imported,SUV,2875000.0,85000.0,1500.0,,15,Nissan,Juke
Suzuki Swift DLX 1.3 2010,2010,Petrol,Manual,Karachi,Maroon,Local,Hatchback,1750000.0,82500.0,1300.0,,11,Suzuki,Swift
Daihatsu Taft 2022,2022,Petrol,Automatic,Islamabad,Unlisted,Imported,Unknown,4300000.0,6000.0,660.0,,16,Daihatsu,Taft
Toyota Corolla GLi Automatic 1.3 VVTi 2018,2018,Petrol,Automatic,Lahore,Silver,Local,Sedan,4375000.0,124000.0,1300.0,,11,Toyota,Corolla
Toyota Fortuner Legender  2023,2023,Diesel,Automatic,Punjab,Attitude Black,Local,SUV,18700000.0,19500.0,2800.0,,14,Toyota,Fortuner
Toyota Corolla GLi 1.3 VVTi 2014,2014,Petrol,Manual,Islamabad,White,Local,Sedan,4175000.0,60000.0,1300.0,,9,Toyota,Corolla
Toyota Prius G Touring Selection Leather Package 1.8 2012,2012,Hybrid,Automatic,Karachi,Silver Metallic,Imported,Sedan,4250000.0,165000.0,1800.0,,15,Toyota,Prius
Suzuki Bolan VX Euro II 2022,2022,Petrol,Manual,Islamabad,Solid White,Imported,Van,2000000.0,12000.0,800.0,,4,Suzuki,Bolan
Suzuki Ravi Euro II 2007,2007,Petrol,Manual,Karachi,Solid White,Local,Pick Up,850000.0,50000.0,800.0,,1,Suzuki,Ravi
Toyota Hilux Revo Rocco 2022,2022,Diesel,Automatic,Sindh,Super White,Local,Pick Up,13300000.0,48000.0,2800.0,,14,Toyota,Hilux
Hyundai Tucson AWD A/T Ultimate 2025,2025,Petrol,Automatic,Sindh,Polar White,Local,SUV,9150000.0,14491.0,2000.0,,21,Hyundai,Tucson
Suzuki Alto VXL AGS 2022,2022,Petrol,Automatic,Karachi,White,Local,Hatchback,2825000.0,41600.0,660.0,,11,Suzuki,Alto
Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,Petrol,Automatic,Punjab,Taffeta White,Local,Sedan,4725000.0,104000.0,1800.0,,14,Honda,Civic
Suzuki Alto VXL AGS 2021,2021,Petrol,Automatic,Punjab,White,Local,Hatchback,2790000.0,60000.0,660.0,,10,Suzuki,Alto
Suzuki Margalla GLX 1998,1998,CNG,Manual,Lahore,Ash Gray,Local,Sedan,950000.0,127548.0,1300.0,,3,Suzuki,Margalla
Toyota Raize Z 2020,2020,Petrol,Automatic,Un-Registered,Pearl White,Imported,Crossover,6375000.0,32900.0,1000.0,,12,Toyota,Raize
Mitsubishi Mirage 1.0 G 2012,2012,Petrol,Automatic,Lahore,White,Imported,Hatchback,2200000.0,135805.0,1000.0,,12,Mitsubishi,Mirage
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,2021,Petrol,Automatic,Punjab,White,Local,Sedan,6300000.0,51208.0,1800.0,,14,Toyota,Corolla
Nissan Juke 15RX Premium Personalize Package 2010,2010,Petrol,Automatic,Sindh,Black,Imported,SUV,3100000.0,117000.0,1500.0,,13,Nissan,Juke
Toyota Belta X 1.0 2006,2006,Petrol,Automatic,Lahore,Silver Metallic,Imported,Sedan,2600000.0,247064.0,1000.0,,14,Toyota,Belta
Toyota Corolla Altis 1.6 X CVT-i 2023,2023,Petrol,Automatic,Sindh,Super White,Local,Sedan,6150000.0,19000.0,1600.0,,15,Toyota,Corolla
Suzuki Mehran VX Euro II 2018,2018,Petrol,Manual,Lahore,Silky Silver,Local,Hatchback,1450000.0,40565.0,796.0,,5,Suzuki,Mehran
Honda Vezel Hybrid Z Honda Sensing  2018,2018,Hybrid,Automatic,Un-Registered,White Pearl,Imported,Crossover,7795000.0,44000.0,1500.0,,15,Honda,Vezel
Toyota 86 1986,1986,Petrol,Manual,Sindh,White,Local,Unknown,400000.0,160000.0,1300.0,,0,Toyota,86
Honda Civic VTi Oriel UG 1.6 2004,2004,Petrol,Manual,Rawalpindi,Canyon Stone Silver Metallic,Local,Sedan,1600000.0,225000.0,1600.0,,11,Honda,Civic
Nissan Clipper DX 2016,2016,Petrol,Automatic,Islamabad,White,Imported,Micro Van,2340000.0,105000.0,660.0,,6,Nissan,Clipper
Toyota Corolla Altis Automatic 1.6 2015,2015,Petrol,Automatic,Sindh,Bronze,Local,Sedan,3700000.0,50000.0,1600.0,,14,Toyota,Corolla
Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,Petrol,Automatic,Islamabad,Taffeta White,Local,Sedan,7350000.0,15596.0,1800.0,,14,Honda,Civic
Toyota Sienta X 2019,2019,Hybrid,Automatic,Un-Registered,White,Imported,Van,5600000.0,112000.0,1500.0,,15,Toyota,Sienta
Suzuki Alto G 2014,2014,Petrol,Automatic,Sindh,Red,Imported,Hatchback,2250000.0,108000.0,660.0,,9,Suzuki,Alto
Suzuki Alto VXR 2005,2005,Petrol,Manual,Karachi,Solid White,Local,Hatchback,770000.0,100000.0,1000.0,,1,Suzuki,Alto
Daihatsu Mira ES 2017,2017,Petrol,Automatic,Sindh,Silver,Imported,Hatchback,3050000.0,43649.0,660.0,,12,Daihatsu,Mira
Toyota Prado TX 2.7 2012,2012,Petrol,Automatic,Lahore,Black,Imported,SUV,17000000.0,95000.0,2700.0,,13,Toyota,Prado
Toyota Raize Z 2020,2020,Petrol,Automatic,Un-Registered,Shining White Pearl,Imported,Crossover,6335000.0,26000.0,1000.0,,12,Toyota,Raize
Toyota Vitz F 1.0 2011,2011,Petrol,Automatic,Lahore,Silver,Imported,Hatchback,2750000.0,56000.0,1000.0,,15,Toyota,Vitz
KIA Picanto 1.0 MT 2021,2021,Petrol,Manual,Punjab,Mercury Blue,Local,Hatchback,2650000.0,70000.0,1000.0,,10,KIA,Picanto
MG HS Trophy 2021,2021,Petrol,Automatic,Islamabad,Black,Local,Crossover,6350000.0,54300.0,1500.0,,15,MG,HS
Suzuki Ravi Euro II 2025,2025,Petrol,Manual,Un-Registered,White,Local,Pick Up,1976000.0000000002,2.0,800.0,,1,Suzuki,Ravi
Honda City 1.3 i-VTEC 2016,2016,Petrol,Manual,Lahore,Crystal Black Pearl,Local,Sedan,3140000.0,1150.0,1300.0,,12,Honda,City
Suzuki Alto Hybrid X 2022,2022,Hybrid,Automatic,Un-Registered,Pure White,Imported,Mini Vehicles,3475000.0,11000.0,660.0,,10,Suzuki,Alto
Toyota Vitz F M Package 1.0 2016,2016,Petrol,Automatic,Punjab,White,Imported,Hatchback,3329999.9999999995,103220.0,1000.0,,12,Toyota,Vitz
Toyota Raize Z 2020,2020,Petrol,Automatic,Un-Registered,Shining White Pearl,Imported,Crossover,6500000.0,35000.0,1000.0,,12,Toyota,Raize
KIA Shehzore K2700 Standard Cabin 2025,2025,Diesel,Manual,Un-Registered,White,Local,Pick Up,4319000.0,2.0,2700.0,,6,KIA,Shehzore
Suzuki Alto L 2019,2019,Petrol,Automatic,Lahore,Silver,Local,Hatchback,2300000.0,71000.0,660.0,,12,Suzuki,Alto
Suzuki Alto VXR 2011,2011,Petrol,Manual,Karachi,Graphite Grey,Local,Hatchback,1300000.0,56000.0,1000.0,,2,Suzuki,Alto
Hyundai Accent 1999,1999,Diesel,Manual,Sindh,Blue,Local,Unknown,1700000.0,10000.0,1600.0,,0,Hyundai,Accent
Honda Civic EXi 2005,2005,Petrol,Manual,Lahore,White,Local,Sedan,1500000.0,260000.0,1500.0,,8,Honda,Civic
Honda City 1.3 i-VTEC 2018,2018,Petrol,Manual,Lahore,Crystal Black Pearl,Local,Sedan,2980000.0,170000.0,1300.0,,11,Honda,City
Suzuki Cultus Auto Gear Shift 2021,2021,Petrol,Automatic,Lahore,White,Local,Hatchback,4000000.0,35000.0,1000.0,,12,Suzuki,Cultus
Toyota Corolla Altis X Manual 1.6 2022,2022,Petrol,Manual,Islamabad,White,Local,Sedan,5780000.0,42500.0,1600.0,,11,Toyota,Corolla
Hyundai Tucson FWD A/T GLS Sport 2022,2022,Petrol,Automatic,Islamabad,Aqua Silver,Local,SUV,7250000.0,46000.0,2000.0,,15,Hyundai,Tucson
Daihatsu Mira ES 2015,2015,Petrol,Automatic,Karachi,Pearl White,Imported,Hatchback,2450000.0,100981.0,660.0,,12,Daihatsu,Mira
Honda City 1.3 i-VTEC 2017,2017,Petrol,Manual,Lahore,Silver,Local,Sedan,3279999.9999999995,93000.0,1300.0,,11,Honda,City
Suzuki Alto VXR 2024,2024,Petrol,Manual,Un-Registered,White,Local,Hatchback,2725000.0,16727.0,660.0,,4,Suzuki,Alto
Honda Civic 1999,1999,Petrol,Manual,Karachi,Black,Imported,Unknown,1190000.0,100000.0,1500.0,,10,Honda,Civic
Hyundai Tucson FWD A/T GLS Sport 2020,2020,Petrol,Automatic,Karachi,Polar White,Local,SUV,6250000.0,45490.0,2000.0,,22,Hyundai,Tucson
Toyota Corolla 1993,1993,Petrol,Manual,Sindh,White,Local,Unknown,1380000.0,250000.0,1300.0,,6,Toyota,Corolla
Daihatsu Rocky 1.0 R TC 2021,2021,Petrol,Automatic,Un-Registered,Beige,Imported,Compact SUV,4950000.0,72065.0,1000.0,,13,Daihatsu,Rocky
Nissan Dayz Roox 2025,2025,Petrol,Automatic,Punjab,Black,Imported,Unknown,3500000.0,,660.0,,0,Nissan,Dayz
Suzuki Alto VXR 2020,2020,Petrol,Manual,Punjab,Solid White,Local,Hatchback,2325000.0,86000.0,660.0,,7,Suzuki,Alto
Suzuki Cultus VXL 2003,2003,Petrol,Manual,Lahore,White,Local,Hatchback,919999.9999999999,150000.0,1000.0,,6,Suzuki,Cultus
Suzuki Every Wagon PZ Turbo Special 2011,2011,Petrol,Automatic,Karachi,Bluish Black Pearl,Imported,Micro Van,1795000.0,105000.0,660.0,,12,Suzuki,Every
Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,Petrol,Automatic,Karachi,Taffeta White,Imported,Sedan,4450000.0,68000.0,1800.0,,14,Honda,Civic
Toyota Corolla Axio Hybrid 1.5 2018,2018,Hybrid,Automatic,Karachi,Purple,Imported,Sedan,5750000.0,90640.0,1500.0,,15,Toyota,Corolla
Suzuki Alto VXR 2007,2007,Petrol,Manual,Lahore,Solid White,Local,Hatchback,1000000.0,215483.0,1000.0,,7,Suzuki,Alto
Toyota Corolla 1995,1995,Petrol,Automatic,Peshawar,White,Imported,Unknown,1675000.0,180.0,1600.0,,1,Toyota,Corolla
Toyota Corolla GLi Automatic 1.3 VVTi 2015,2015,Petrol,Automatic,Punjab,Attitude Black,Local,Sedan,3750000.0,162551.0,1300.0,,7,Toyota,Corolla
Suzuki Mehran VX Euro II 2017,2017,Petrol,Manual,Lahore,Graphite Grey,Local,Hatchback,1190000.0,133000.0,796.0,,3,Suzuki,Mehran
Toyota Aqua 2022,2022,Petrol,Automatic,Un-Registered,Silver,Imported,Unknown,6500000.0,26500.0,1500.0,,0,Toyota,Aqua
Suzuki Mehran VXR Euro II 2018,2018,Petrol,Manual,Lahore,Grey,Local,Hatchback,1350000.0,62000.0,800.0,,4,Suzuki,Mehran
Honda Civic EXi 1997,1997,Petrol,Manual,Lahore,White,Local,Sedan,980000.0000000001,100000.0,1500.0,,7,Honda,Civic
Toyota Prado TX L Package 2.7 2016,2016,Petrol,Automatic,Karachi,Black,Imported,SUV,22500000.0,45991.0,2700.0,,15,Toyota,Prado
Suzuki Cultus VXL 2017,2017,Petrol,Manual,Sindh,White,Local,Hatchback,1839999.9999999998,62000.0,1000.0,,12,Suzuki,Cultus
Toyota Corolla Altis X Automatic 1.6 2022,2022,Petrol,Automatic,Karachi,Attitude Black,Local,Sedan,5500000.0,31000.0,1598.0,,14,Toyota,Corolla
Toyota Prado TX 2.7 2019,2019,Petrol,Automatic,Lahore,Super White,Imported,SUV,29500000.0,10878.0,2700.0,,19,Toyota,Prado
Toyota Passo Moda G 2022,2022,Petrol,Automatic,Un-Registered,Maroon,Imported,Hatchback,4450000.0,20000.0,1000.0,,14,Toyota,Passo
Honda Vezel Hybrid RS Honda Sensing  2018,2018,Petrol,Automatic,Un-Registered,White,Imported,Crossover,8275000.0,27000.0,1500.0,,15,Honda,Vezel
Suzuki Jimny Turbo 2021,2021,Petrol,Manual,Un-Registered,Yellow,Imported,SUV,5000000.0,68000.0,660.0,,13,Suzuki,Jimny
Suzuki Cultus VXRi (CNG) 2008,2008,Petrol,Manual,Lahore,White,Local,Hatchback,1090000.0,87000.0,1000.0,,0,Suzuki,Cultus
Toyota Corolla 2005,2005,Petrol,Manual,Lahore,Black,Local,Unknown,1825000.0,250000.0,1800.0,,10,Toyota,Corolla
